192.168.206.1, 2013-11-06 21:56:17, GET, /, HTTP/1.1, 303, 0.002425
192.168.206.1, 2013-11-06 21:58:18, GET, /welcome/static/css/web2py_bootstrap.css, HTTP/1.1, 304, 0.001195
192.168.206.1, 2013-11-06 21:58:18, GET, /welcome/static/js/jquery.js, HTTP/1.1, 304, 0.000892
192.168.206.1, 2013-11-06 21:58:18, GET, /welcome/static/js/web2py.js, HTTP/1.1, 304, 0.001108
192.168.206.1, 2013-11-06 21:58:18, GET, /welcome/static/js/bootstrap.min.js, HTTP/1.1, 304, 0.001005
192.168.206.1, 2013-11-06 21:58:18, GET, /welcome/static/js/share.js, HTTP/1.1, 304, 0.001361
192.168.206.1, 2013-11-06 21:58:18, GET, /welcome/static/js/calendar.js, HTTP/1.1, 304, 0.000899
192.168.206.1, 2013-11-06 21:58:18, GET, /welcome/static/js/web2py_bootstrap.js, HTTP/1.1, 304, 0.000953
192.168.206.1, 2013-11-06 21:58:18, GET, /welcome/static/images/facebook.png, HTTP/1.1, 304, 0.001484
192.168.206.1, 2013-11-06 21:58:18, GET, /welcome/static/images/twitter.png, HTTP/1.1, 304, 0.002163
192.168.206.1, 2013-11-06 21:58:18, GET, /welcome/static/images/gplus-32.png, HTTP/1.1, 304, 0.001205
192.168.206.1, 2013-11-06 21:58:18, GET, /welcome/static/images/favicon.ico, HTTP/1.1, 200, 0.001322
192.168.206.1, 2013-11-06 21:58:19, GET, /welcome/default/index, HTTP/1.1, 200, 0.036632
192.168.206.1, 2013-11-06 21:58:19, GET, /welcome/static/css/calendar.css, HTTP/1.1, 304, 0.001361
192.168.206.1, 2013-11-06 21:58:19, GET, /welcome/static/js/calendar.js, HTTP/1.1, 304, 0.001541
192.168.206.1, 2013-11-06 21:58:19, GET, /welcome/static/js/jquery.js, HTTP/1.1, 304, 0.004427
192.168.206.1, 2013-11-06 21:58:19, GET, /welcome/static/css/bootstrap-responsive.min.css, HTTP/1.1, 304, 0.001012
192.168.206.1, 2013-11-06 21:58:19, GET, /welcome/static/css/web2py.css, HTTP/1.1, 304, 0.000900
192.168.206.1, 2013-11-06 21:58:19, GET, /welcome/static/css/bootstrap.min.css, HTTP/1.1, 304, 0.001085
192.168.206.1, 2013-11-06 21:58:19, GET, /welcome/static/js/modernizr.custom.js, HTTP/1.1, 304, 0.008607
192.168.206.1, 2013-11-06 21:58:19, GET, /welcome/static/css/web2py_bootstrap.css, HTTP/1.1, 304, 0.000672
192.168.206.1, 2013-11-06 21:58:19, GET, /welcome/static/js/web2py_bootstrap.js, HTTP/1.1, 304, 0.001515
192.168.206.1, 2013-11-06 21:58:19, GET, /welcome/static/js/bootstrap.min.js, HTTP/1.1, 304, 0.001059
192.168.206.1, 2013-11-06 21:58:19, GET, /welcome/static/js/web2py.js, HTTP/1.1, 304, 0.000850
192.168.206.1, 2013-11-06 21:58:19, GET, /welcome/static/js/share.js, HTTP/1.1, 304, 0.000993
192.168.206.1, 2013-11-06 21:58:19, GET, /welcome/static/images/twitter.png, HTTP/1.1, 304, 0.001471
192.168.206.1, 2013-11-06 21:58:19, GET, /welcome/static/images/gplus-32.png, HTTP/1.1, 304, 0.001366
192.168.206.1, 2013-11-06 21:58:19, GET, /welcome/static/images/facebook.png, HTTP/1.1, 304, 0.001001
192.168.206.1, 2013-11-06 21:58:19, GET, /welcome/static/images/favicon.ico, HTTP/1.1, 200, 0.001184
192.168.206.1, 2013-11-06 21:58:19, GET, /welcome/default/index, HTTP/1.1, 200, 0.046439
192.168.206.1, 2013-11-06 21:58:19, GET, /welcome/static/js/jquery.js, HTTP/1.1, 304, 0.001538
192.168.206.1, 2013-11-06 21:58:19, GET, /welcome/static/css/calendar.css, HTTP/1.1, 304, 0.001365
192.168.206.1, 2013-11-06 21:58:19, GET, /welcome/static/js/calendar.js, HTTP/1.1, 304, 0.001060
192.168.206.1, 2013-11-06 21:58:19, GET, /welcome/static/css/web2py.css, HTTP/1.1, 304, 0.000646
192.168.206.1, 2013-11-06 21:58:19, GET, /welcome/static/css/bootstrap.min.css, HTTP/1.1, 304, 0.002441
192.168.206.1, 2013-11-06 21:58:19, GET, /welcome/static/css/bootstrap-responsive.min.css, HTTP/1.1, 304, 0.000656
192.168.206.1, 2013-11-06 21:58:19, GET, /welcome/static/css/web2py_bootstrap.css, HTTP/1.1, 304, 0.000980
192.168.206.1, 2013-11-06 21:58:19, GET, /welcome/static/js/modernizr.custom.js, HTTP/1.1, 304, 0.009894
192.168.206.1, 2013-11-06 21:58:19, GET, /welcome/static/js/web2py.js, HTTP/1.1, 304, 0.001522
192.168.206.1, 2013-11-06 21:58:19, GET, /welcome/static/js/bootstrap.min.js, HTTP/1.1, 304, 0.000586
192.168.206.1, 2013-11-06 21:58:19, GET, /welcome/static/js/share.js, HTTP/1.1, 304, 0.002830
192.168.206.1, 2013-11-06 21:58:19, GET, /welcome/static/js/web2py_bootstrap.js, HTTP/1.1, 304, 0.007984
192.168.206.1, 2013-11-06 21:58:19, GET, /welcome/static/images/twitter.png, HTTP/1.1, 304, 0.001656
192.168.206.1, 2013-11-06 21:58:19, GET, /welcome/static/images/gplus-32.png, HTTP/1.1, 304, 0.001347
192.168.206.1, 2013-11-06 21:58:19, GET, /welcome/static/images/facebook.png, HTTP/1.1, 304, 0.000887
192.168.206.1, 2013-11-06 21:58:19, GET, /welcome/static/images/favicon.ico, HTTP/1.1, 200, 0.001128
192.168.206.1, 2013-11-06 21:58:39, GET, /welcome/default/index, HTTP/1.1, 200, 0.030124
192.168.206.1, 2013-11-06 22:03:02, GET, /, HTTP/1.1, 303, 0.001551
192.168.206.1, 2013-11-06 22:03:02, GET, /welcome/default/index, HTTP/1.1, 200, 0.031337
192.168.206.1, 2013-11-06 22:03:02, GET, /welcome/static/js/modernizr.custom.js, HTTP/1.1, 200, 0.002428
192.168.206.1, 2013-11-06 22:03:02, GET, /welcome/static/css/calendar.css, HTTP/1.1, 200, 0.002290
192.168.206.1, 2013-11-06 22:03:02, GET, /welcome/static/css/bootstrap.min.css, HTTP/1.1, 200, 0.001338
192.168.206.1, 2013-11-06 22:03:02, GET, /welcome/static/css/web2py_bootstrap.css, HTTP/1.1, 200, 0.001311
192.168.206.1, 2013-11-06 22:03:02, GET, /welcome/static/css/bootstrap-responsive.min.css, HTTP/1.1, 200, 0.001576
192.168.206.1, 2013-11-06 22:03:02, GET, /welcome/static/css/web2py.css, HTTP/1.1, 200, 0.001693
192.168.206.1, 2013-11-06 22:03:02, GET, /welcome/static/js/calendar.js, HTTP/1.1, 200, 0.001371
192.168.206.1, 2013-11-06 22:03:02, GET, /welcome/static/js/bootstrap.min.js, HTTP/1.1, 200, 0.001214
192.168.206.1, 2013-11-06 22:03:02, GET, /welcome/static/js/share.js, HTTP/1.1, 200, 0.002668
192.168.206.1, 2013-11-06 22:03:02, GET, /welcome/static/js/jquery.js, HTTP/1.1, 200, 0.002313
192.168.206.1, 2013-11-06 22:03:02, GET, /welcome/static/js/web2py.js, HTTP/1.1, 200, 0.001217
192.168.206.1, 2013-11-06 22:03:02, GET, /welcome/static/js/web2py_bootstrap.js, HTTP/1.1, 200, 0.002988
192.168.206.1, 2013-11-06 22:03:03, GET, /welcome/static/images/facebook.png, HTTP/1.1, 200, 0.002288
192.168.206.1, 2013-11-06 22:03:03, GET, /welcome/static/images/twitter.png, HTTP/1.1, 200, 0.003550
192.168.206.1, 2013-11-06 22:03:03, GET, /welcome/static/images/gplus-32.png, HTTP/1.1, 200, 0.001357
192.168.206.1, 2013-11-06 22:03:04, GET, /welcome/static/images/glyphicons-halflings.png, HTTP/1.1, 200, 0.013465
192.168.206.1, 2013-11-06 22:03:09, GET, /admin/default/index, HTTP/1.1, 200, 0.146143
192.168.206.1, 2013-11-06 22:03:09, GET, /admin/static/_2.7.3/js/calendar.js, HTTP/1.1, 200, 0.002065
192.168.206.1, 2013-11-06 22:03:09, GET, /admin/static/_2.7.3/css/calendar.css, HTTP/1.1, 200, 0.004391
192.168.206.1, 2013-11-06 22:03:09, GET, /admin/static/_2.7.3/js/web2py.js, HTTP/1.1, 200, 0.001987
192.168.206.1, 2013-11-06 22:03:09, GET, /admin/static/_2.7.3/plugin_multiselect/multi-select.css, HTTP/1.1, 200, 0.001830
192.168.206.1, 2013-11-06 22:03:09, GET, /admin/static/_2.7.3/js/jquery.js, HTTP/1.1, 200, 0.005994
192.168.206.1, 2013-11-06 22:03:09, GET, /admin/static/_2.7.3/css/bootstrap-responsive.min.css, HTTP/1.1, 200, 0.001197
192.168.206.1, 2013-11-06 22:03:09, GET, /admin/static/_2.7.3/css/bootstrap.min.css, HTTP/1.1, 200, 0.002304
192.168.206.1, 2013-11-06 22:03:09, GET, /admin/static/_2.7.3/css/bootstrap_essentials.css, HTTP/1.1, 200, 0.009599
192.168.206.1, 2013-11-06 22:03:09, GET, /admin/static/js/bootstrap.min.js, HTTP/1.1, 200, 0.002467
192.168.206.1, 2013-11-06 22:03:09, GET, /admin/static/_2.7.3/plugin_multiselect/start.js, HTTP/1.1, 200, 0.006990
192.168.206.1, 2013-11-06 22:03:09, GET, /admin/static/_2.7.3/plugin_multiselect/jquery.multi-select.js, HTTP/1.1, 200, 0.002503
192.168.206.1, 2013-11-06 22:03:09, GET, /admin/static/images/questions.png, HTTP/1.1, 200, 0.005019
192.168.206.1, 2013-11-06 22:03:09, GET, /favicon.ico, HTTP/1.1, 400, 0.000256
192.168.206.1, 2013-11-06 22:03:14, POST, /admin/default/index, HTTP/1.1, 303, 0.056716
192.168.206.1, 2013-11-06 22:03:14, GET, /admin/default/site, HTTP/1.1, 200, 0.054510
192.168.206.1, 2013-11-06 22:03:14, GET, /admin/static/_2.7.3/images/folder_locked.png, HTTP/1.1, 200, 0.001703
192.168.206.1, 2013-11-06 22:03:14, GET, /admin/static/_2.7.3/images/glyphicons-halflings-white.png, HTTP/1.1, 200, 0.001389
192.168.206.1, 2013-11-06 22:03:15, GET, /admin/static/_2.7.3/images/folder.png, HTTP/1.1, 200, 0.003375
192.168.206.1, 2013-11-06 22:03:15, POST, /admin/default/check_version, HTTP/1.1, 200, 0.282658
192.168.206.1, 2013-11-06 22:03:15, GET, /favicon.ico, HTTP/1.1, 400, 0.000874
192.168.206.1, 2013-11-06 22:03:33, GET, /admin/default/compile_app/admin, HTTP/1.1, 303, 1.810660
192.168.206.1, 2013-11-06 22:03:33, GET, /admin/default/site, HTTP/1.1, 200, 0.054596
192.168.206.1, 2013-11-06 22:03:33, GET, /admin/static/_2.7.3/js/jquery.js, HTTP/1.1, 200, 0.002319
192.168.206.1, 2013-11-06 22:03:33, GET, /admin/static/_2.7.3/js/web2py.js, HTTP/1.1, 200, 0.001243
192.168.206.1, 2013-11-06 22:03:33, GET, /admin/static/_2.7.3/plugin_multiselect/jquery.multi-select.js, HTTP/1.1, 200, 0.002573
192.168.206.1, 2013-11-06 22:03:33, GET, /admin/static/js/bootstrap.min.js, HTTP/1.1, 200, 0.001552
192.168.206.1, 2013-11-06 22:03:33, GET, /admin/static/_2.7.3/plugin_multiselect/start.js, HTTP/1.1, 200, 0.001281
192.168.206.1, 2013-11-06 22:03:33, GET, /admin/static/_2.7.3/js/calendar.js, HTTP/1.1, 200, 0.002138
192.168.206.1, 2013-11-06 22:03:33, GET, /favicon.ico, HTTP/1.1, 400, 0.000304
192.168.206.1, 2013-11-06 22:03:33, GET, /favicon.ico, HTTP/1.1, 400, 0.000248
192.168.206.1, 2013-11-06 22:03:33, GET, /favicon.ico, HTTP/1.1, 400, 0.000243
192.168.206.1, 2013-11-06 22:03:33, GET, /favicon.ico, HTTP/1.1, 400, 0.000273
192.168.206.1, 2013-11-06 22:03:33, GET, /favicon.ico, HTTP/1.1, 400, 0.000307
192.168.206.1, 2013-11-06 22:03:33, GET, /favicon.ico, HTTP/1.1, 400, 0.000259
192.168.206.1, 2013-11-06 22:03:33, GET, /favicon.ico, HTTP/1.1, 400, 0.000627
192.168.206.1, 2013-11-06 22:03:40, GET, /examples/default/index, HTTP/1.1, 200, 0.035108
192.168.206.1, 2013-11-06 22:03:40, GET, /examples/static/js/jquery.js, HTTP/1.1, 200, 0.002113
192.168.206.1, 2013-11-06 22:03:40, GET, /examples/static/css/calendar.css, HTTP/1.1, 200, 0.002819
192.168.206.1, 2013-11-06 22:03:40, GET, /examples/static/js/calendar.js, HTTP/1.1, 200, 0.001152
192.168.206.1, 2013-11-06 22:03:40, GET, /examples/static/js/web2py.js, HTTP/1.1, 200, 0.003682
192.168.206.1, 2013-11-06 22:03:40, GET, /examples/static/css/bootstrap-responsive.min.css, HTTP/1.1, 200, 0.001442
192.168.206.1, 2013-11-06 22:03:40, GET, /examples/static/css/web2py.css, HTTP/1.1, 200, 0.001227
192.168.206.1, 2013-11-06 22:03:40, GET, /examples/static/js/modernizr.custom.js, HTTP/1.1, 200, 0.020955
192.168.206.1, 2013-11-06 22:03:40, GET, /examples/static/css/web2py_bootstrap.css, HTTP/1.1, 200, 0.004009
192.168.206.1, 2013-11-06 22:03:40, GET, /examples/static/css/bootstrap.min.css, HTTP/1.1, 200, 0.003510
192.168.206.1, 2013-11-06 22:03:40, GET, /examples/static/js/web2py_bootstrap.js, HTTP/1.1, 200, 0.001487
192.168.206.1, 2013-11-06 22:03:40, GET, /examples/static/css/examples.css, HTTP/1.1, 200, 0.002377
192.168.206.1, 2013-11-06 22:03:40, GET, /examples/static/js/share.js, HTTP/1.1, 200, 0.003394
192.168.206.1, 2013-11-06 22:03:40, GET, /examples/static/js/bootstrap.min.js, HTTP/1.1, 200, 0.007397
192.168.206.1, 2013-11-06 22:03:40, GET, /examples/static/images/web2py_logo.png, HTTP/1.1, 200, 0.002606
192.168.206.1, 2013-11-06 22:03:40, GET, /examples/static/images/videos.png, HTTP/1.1, 200, 0.002111
192.168.206.1, 2013-11-06 22:03:40, GET, /examples/static/images/book-5th.png, HTTP/1.1, 200, 0.001300
192.168.206.1, 2013-11-06 22:03:40, GET, /examples/static/images/infoworld2012.jpeg, HTTP/1.1, 200, 0.001937
192.168.206.1, 2013-11-06 22:03:40, GET, /examples/static/images/questions.png, HTTP/1.1, 200, 0.002092
192.168.206.1, 2013-11-06 22:03:40, GET, /examples/static/images/shadow-bottom.png, HTTP/1.1, 200, 0.012452
192.168.206.1, 2013-11-06 22:03:40, GET, /examples/static/images/book-recipes.png, HTTP/1.1, 200, 0.002789
192.168.206.1, 2013-11-06 22:03:40, GET, /examples/static/images/stripes.png, HTTP/1.1, 200, 0.001355
192.168.206.1, 2013-11-06 22:03:40, GET, /examples/static/images/twitter.png, HTTP/1.1, 200, 0.002302
192.168.206.1, 2013-11-06 22:03:40, GET, /examples/static/images/gplus-32.png, HTTP/1.1, 200, 0.002194
192.168.206.1, 2013-11-06 22:03:40, GET, /examples/static/images/facebook.png, HTTP/1.1, 200, 0.002526
192.168.206.1, 2013-11-06 22:03:40, GET, /examples/static/images/favicon.ico, HTTP/1.1, 200, 0.001375
192.168.206.1, 2013-11-06 22:03:42, GET, /admin/default/site, HTTP/1.1, 200, 0.084004
192.168.206.1, 2013-11-06 22:03:42, GET, /admin/static/js/bootstrap.min.js, HTTP/1.1, 200, 0.001593
192.168.206.1, 2013-11-06 22:03:42, GET, /admin/static/_2.7.3/js/calendar.js, HTTP/1.1, 200, 0.001177
192.168.206.1, 2013-11-06 22:03:42, GET, /admin/static/_2.7.3/js/jquery.js, HTTP/1.1, 200, 0.010101
192.168.206.1, 2013-11-06 22:03:42, GET, /favicon.ico, HTTP/1.1, 400, 0.000259
192.168.206.1, 2013-11-06 22:03:42, GET, /favicon.ico, HTTP/1.1, 400, 0.000193
192.168.206.1, 2013-11-06 22:03:42, GET, /favicon.ico, HTTP/1.1, 400, 0.000242
192.168.206.1, 2013-11-06 22:03:42, GET, /favicon.ico, HTTP/1.1, 400, 0.000238
192.168.206.1, 2013-11-06 22:03:43, GET, /favicon.ico, HTTP/1.1, 400, 0.000260
192.168.206.1, 2013-11-06 22:03:43, GET, /favicon.ico, HTTP/1.1, 400, 0.000238
192.168.206.1, 2013-11-06 22:03:44, GET, /welcome/default/index, HTTP/1.1, 200, 0.032556
192.168.206.1, 2013-11-06 22:03:44, GET, /welcome/static/css/calendar.css, HTTP/1.1, 200, 0.002825
192.168.206.1, 2013-11-06 22:03:44, GET, /welcome/static/css/web2py.css, HTTP/1.1, 200, 0.003180
192.168.206.1, 2013-11-06 22:03:44, GET, /welcome/static/js/calendar.js, HTTP/1.1, 200, 0.002310
192.168.206.1, 2013-11-06 22:03:44, GET, /welcome/static/js/web2py.js, HTTP/1.1, 200, 0.006831
192.168.206.1, 2013-11-06 22:03:44, GET, /welcome/static/js/jquery.js, HTTP/1.1, 200, 0.011872
192.168.206.1, 2013-11-06 22:03:44, GET, /welcome/static/css/web2py_bootstrap.css, HTTP/1.1, 200, 0.002203
192.168.206.1, 2013-11-06 22:03:44, GET, /welcome/static/css/bootstrap.min.css, HTTP/1.1, 200, 0.010177
192.168.206.1, 2013-11-06 22:03:44, GET, /welcome/static/js/bootstrap.min.js, HTTP/1.1, 200, 0.001750
192.168.206.1, 2013-11-06 22:03:44, GET, /welcome/static/js/modernizr.custom.js, HTTP/1.1, 200, 0.002088
192.168.206.1, 2013-11-06 22:03:44, GET, /welcome/static/js/web2py_bootstrap.js, HTTP/1.1, 200, 0.007070
192.168.206.1, 2013-11-06 22:03:44, GET, /welcome/static/css/bootstrap-responsive.min.css, HTTP/1.1, 200, 0.003635
192.168.206.1, 2013-11-06 22:03:44, GET, /welcome/static/js/share.js, HTTP/1.1, 200, 0.002647
192.168.206.1, 2013-11-06 22:03:44, GET, /welcome/static/images/gplus-32.png, HTTP/1.1, 200, 0.001982
192.168.206.1, 2013-11-06 22:03:44, GET, /welcome/static/images/facebook.png, HTTP/1.1, 200, 0.002879
192.168.206.1, 2013-11-06 22:03:44, GET, /welcome/static/images/twitter.png, HTTP/1.1, 200, 0.002079
192.168.206.1, 2013-11-06 22:03:46, GET, /admin/default/site, HTTP/1.1, 200, 0.074494
192.168.206.1, 2013-11-06 22:03:46, GET, /favicon.ico, HTTP/1.1, 400, 0.000496
192.168.206.1, 2013-11-06 22:03:46, GET, /favicon.ico, HTTP/1.1, 400, 0.000337
192.168.206.1, 2013-11-06 22:03:46, GET, /favicon.ico, HTTP/1.1, 400, 0.000268
192.168.206.1, 2013-11-06 22:03:46, GET, /favicon.ico, HTTP/1.1, 400, 0.000176
192.168.206.1, 2013-11-06 22:03:46, GET, /favicon.ico, HTTP/1.1, 400, 0.000289
192.168.206.1, 2013-11-06 22:03:46, GET, /favicon.ico, HTTP/1.1, 400, 0.000239
192.168.206.1, 2013-11-06 22:03:46, GET, /examples/default/index, HTTP/1.1, 200, 0.009295
192.168.206.1, 2013-11-06 22:03:46, GET, /examples/static/js/bootstrap.min.js, HTTP/1.1, 200, 0.003431
192.168.206.1, 2013-11-06 22:03:46, GET, /examples/static/js/calendar.js, HTTP/1.1, 200, 0.002963
192.168.206.1, 2013-11-06 22:03:47, GET, /examples/static/js/jquery.js, HTTP/1.1, 200, 0.009363
192.168.206.1, 2013-11-06 22:03:47, GET, /examples/static/js/modernizr.custom.js, HTTP/1.1, 200, 0.001523
192.168.206.1, 2013-11-06 22:03:49, GET, /examples/default/download, HTTP/1.1, 200, 0.025508
192.168.206.1, 2013-11-06 22:03:49, GET, /examples/static/css/artwork.css, HTTP/1.1, 404, 0.001296
192.168.206.1, 2013-11-06 22:03:49, GET, /examples/static/images/logo_lb.png, HTTP/1.1, 200, 0.003247
192.168.206.1, 2013-11-06 22:03:49, GET, /examples/static/js/jquery.js, HTTP/1.1, 200, 0.003266
192.168.206.1, 2013-11-06 22:03:49, GET, /examples/static/images/Stickers1.png, HTTP/1.1, 200, 0.002409
192.168.206.1, 2013-11-06 22:03:49, GET, /examples/static/images/Stickers2.png, HTTP/1.1, 200, 0.002422
192.168.206.1, 2013-11-06 22:03:49, GET, /examples/static/images/logo_bw.png, HTTP/1.1, 200, 0.009117
192.168.206.1, 2013-11-06 22:03:49, GET, /examples/static/images/logo_db.png, HTTP/1.1, 200, 0.014321
192.168.206.1, 2013-11-06 22:03:49, GET, /examples/static/images/Stickers3.png, HTTP/1.1, 200, 0.009797
192.168.206.1, 2013-11-06 22:03:49, GET, /examples/static/images/Stickers5.png, HTTP/1.1, 200, 0.002095
192.168.206.1, 2013-11-06 22:03:49, GET, /examples/static/images/Stickers4.png, HTTP/1.1, 200, 0.012286
192.168.206.1, 2013-11-06 22:03:49, GET, /examples/static/images/Stickers6.png, HTTP/1.1, 200, 0.008997
192.168.206.1, 2013-11-06 22:03:49, GET, /examples/static/images/Stickers8.png, HTTP/1.1, 200, 0.007678
192.168.206.1, 2013-11-06 22:03:49, GET, /examples/static/images/Stickers7.png, HTTP/1.1, 200, 0.009012
192.168.206.1, 2013-11-06 22:03:51, GET, /examples/default/index, HTTP/1.1, 200, 0.009641
192.168.206.1, 2013-11-06 22:03:51, GET, /examples/static/js/web2py.js, HTTP/1.1, 200, 0.002585
192.168.206.1, 2013-11-06 22:03:51, GET, /examples/static/images/book-5th.png, HTTP/1.1, 200, 0.001946
192.168.206.1, 2013-11-06 22:03:51, GET, /examples/static/js/calendar.js, HTTP/1.1, 200, 0.005624
192.168.206.1, 2013-11-06 22:03:51, GET, /examples/static/js/bootstrap.min.js, HTTP/1.1, 200, 0.002516
192.168.206.1, 2013-11-06 22:03:51, GET, /examples/static/js/modernizr.custom.js, HTTP/1.1, 200, 0.015446
192.168.206.1, 2013-11-06 22:03:51, GET, /examples/static/js/jquery.js, HTTP/1.1, 200, 0.011441
192.168.206.1, 2013-11-06 22:03:51, GET, /examples/static/images/book-recipes.png, HTTP/1.1, 200, 0.005179
192.168.206.1, 2013-11-06 22:03:51, GET, /examples/static/js/share.js, HTTP/1.1, 200, 0.002338
192.168.206.1, 2013-11-06 22:03:51, GET, /examples/static/js/web2py_bootstrap.js, HTTP/1.1, 200, 0.009712
192.168.206.1, 2013-11-06 22:03:51, GET, /examples/static/images/videos.png, HTTP/1.1, 200, 0.001274
192.168.206.1, 2013-11-06 22:03:51, GET, /examples/static/images/infoworld2012.jpeg, HTTP/1.1, 200, 0.001327
192.168.206.1, 2013-11-06 22:03:51, GET, /examples/static/images/shadow-bottom.png, HTTP/1.1, 200, 0.001154
192.168.206.1, 2013-11-06 22:03:56, GET, /admin/default/site, HTTP/1.1, 200, 0.076619
192.168.206.1, 2013-11-06 22:03:56, GET, /admin/static/_2.7.3/js/calendar.js, HTTP/1.1, 200, 0.002077
192.168.206.1, 2013-11-06 22:03:56, GET, /admin/static/_2.7.3/plugin_multiselect/jquery.multi-select.js, HTTP/1.1, 200, 0.001888
192.168.206.1, 2013-11-06 22:03:56, GET, /admin/static/_2.7.3/plugin_multiselect/multi-select.css, HTTP/1.1, 200, 0.005873
192.168.206.1, 2013-11-06 22:03:56, GET, /admin/static/_2.7.3/js/web2py.js, HTTP/1.1, 200, 0.008090
192.168.206.1, 2013-11-06 22:03:56, GET, /admin/static/_2.7.3/js/jquery.js, HTTP/1.1, 200, 0.012895
192.168.206.1, 2013-11-06 22:03:56, GET, /admin/static/_2.7.3/css/calendar.css, HTTP/1.1, 200, 0.002856
192.168.206.1, 2013-11-06 22:03:56, GET, /admin/static/_2.7.3/plugin_multiselect/start.js, HTTP/1.1, 200, 0.002060
192.168.206.1, 2013-11-06 22:03:56, GET, /admin/static/_2.7.3/css/bootstrap_essentials.css, HTTP/1.1, 200, 0.009281
192.168.206.1, 2013-11-06 22:03:56, GET, /admin/static/_2.7.3/css/bootstrap-responsive.min.css, HTTP/1.1, 200, 0.003749
192.168.206.1, 2013-11-06 22:03:56, GET, /admin/static/_2.7.3/css/bootstrap.min.css, HTTP/1.1, 200, 0.001737
192.168.206.1, 2013-11-06 22:03:56, GET, /admin/static/js/bootstrap.min.js, HTTP/1.1, 200, 0.003882
192.168.206.1, 2013-11-06 22:03:56, GET, /admin/static/_2.7.3/images/folder_locked.png, HTTP/1.1, 200, 0.001462
192.168.206.1, 2013-11-06 22:03:56, GET, /admin/static/_2.7.3/images/folder.png, HTTP/1.1, 200, 0.002129
192.168.206.1, 2013-11-06 22:03:56, GET, /admin/static/images/questions.png, HTTP/1.1, 200, 0.001341
192.168.206.1, 2013-11-06 22:03:56, GET, /admin/static/_2.7.3/images/glyphicons-halflings-white.png, HTTP/1.1, 200, 0.001361
192.168.206.1, 2013-11-06 22:03:56, GET, /favicon.ico, HTTP/1.1, 400, 0.000244
192.168.206.1, 2013-11-06 22:03:56, GET, /favicon.ico, HTTP/1.1, 400, 0.000254
192.168.206.1, 2013-11-06 22:03:56, GET, /favicon.ico, HTTP/1.1, 400, 0.000238
192.168.206.1, 2013-11-06 22:03:57, GET, /favicon.ico, HTTP/1.1, 400, 0.000236
192.168.206.1, 2013-11-06 22:04:14, GET, /admin/wizard/index, HTTP/1.1, 200, 0.067888
